Depth (m),qc (MPa),fs (kPa),Rf (%),u2 (kPa),gamma (kN/m3),M (MN/m2),OCR (-),su (kPa),sampling_name(-)
12.9,0.69,9.5,1.3768115942028984,372.5,17.92478355,4.504654209528584,1.2081060015588463,,Austria_site2
11.9,1.3,20.5,1.5769230769230769,78.2,17.27821811,2.549525908801678,1.1691348402182384,,Austria_site2
14.9,0.66,8.4,1.2727272727272727,440.6,18.1137796,3.231548915711844,1.040988939492518,,Austria_site2
14.9,0.66,8.4,1.2727272727272727,440.6,17.89494207,3.121782530048615,1.073519843851659,,Austria_site2
14.9,0.66,8.4,1.2727272727272727,440.6,18.1137796,,,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.59124332,5.879297416792763,1.122672508214677,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.71060924,5.2875276605890935,1.2595837897042717,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,17.94467787,4.847327134152902,1.0405257393209202,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.63103196,5.825636147485031,1.2322015334063527,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.69071492,4.573417777672579,1.3691128148959475,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.611394853788802,4.3517679057116965,,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.59124332,,,,Austria_site2
21.3,0.98,10.6,1.0816326530612244,610.4,17.89994041,4.039735099337753,1.002865329512894,,Austria_site2
21.3,0.98,10.6,1.0816326530612244,610.4,17.53744161,4.454773338225728,1.0506208213944603,,Austria_site2
21.3,0.98,10.6,1.0816326530612244,610.4,17.8352591,2.591682004297482,1.0506208213944603,,Austria_site2
21.3,0.98,10.6,1.0816326530612244,610.4,17.89994041,,,,Austria_site2
5.41,3.58,28.64,0.8,46.75,20.47493183,8.333333333333327,1.0294117647058822,,Austria_site6
10.11,0.71,11.89,1.6746478873239439,382.41,20.70998854,6.357835829265319,1.1676396997497915,,Austria_site6
12.01,0.75,11.08,1.4773333333333332,465.85,20.68014706,9.520970065660372,1.1371712864250179,,Austria_site6
15.81,0.84,6.96,0.8285714285714285,656.96,19.21243604,8.163265306122417,1.1660188784008885,,Austria_site6
19.61,1.01,8.97,0.8881188118811882,773.76,20.412432042344403,8.082191781,1.0242085661080074,,Austria_site6
22.61,1.11,9.13,0.8225225225225227,903.83,19.89432136,8.784965227082804,1.1731391585760518,,Austria_site6
10.11,0.71,11.89,1.6746478873239439,382.41,20.958667557932298,6.119025103899624,1.3344453711426187,,Austria_site6
12.01,0.75,11.08,1.4773333333333332,465.85,20.42152088,7.204987088122585,1.3503909026297087,,Austria_site6
15.81,0.84,6.96,0.8285714285714285,656.96,19.62574803,6.102933738,1.1660188784008885,,Austria_site6
19.61,1.01,8.97,0.8881188118811882,773.76,20.42152088,7.085186962,1.1173184357541899,,Austria_site6
22.61,1.11,9.13,0.8225225225225227,903.83,19.26765024,7.405125618,1.0922330097087378,,Austria_site6
12.01,0.75,11.08,1.4773333333333332,465.85,19.9,4.561403508771947,,,Austria_site6
15.81,0.84,6.96,0.8285714285714285,656.96,19.39993541,6.523325968,,,Austria_site6
19.61,1.01,8.97,0.8881188118811882,773.76,20,5.7985462960318195,,,Austria_site6
22.61,1.11,9.13,0.8225225225225227,903.83,19.506382098293898,6.021868288547912,,,Austria_site6
5.41,3.58,28.64,0.8,46.75,20.5,,,,Austria_site6
10.11,0.71,11.89,1.6746478873239439,382.41,20.9,,,,Austria_site6
12.01,0.75,11.08,1.4773333333333332,465.85,20.6,,,,Austria_site6
15.81,0.84,6.96,0.8285714285714285,656.96,19.6,,,,Austria_site6
19.61,1.01,8.97,0.8881188118811882,773.76,19.8,,,,Austria_site6
22.61,1.11,9.13,0.8225225225225227,903.83,19.4,,,,Austria_site6
4.85,0.49,8.8,1.7959183673469388,313.3,17.47744181,2.516129032258064,2.6666666666666665,,Austria_site3
4.85,0.49,8.8,1.7959183673469388,313.3,17.63631589,3.291371693914055,2.4444444444444446,,Austria_site3
4.8,0.48,8.8,1.8333333333333333,310.5,17.92478355,0.9020653468478183,,,Austria_site3
4.8,0.48,8.8,1.8333333333333333,310.5,17.8,,,,Austria_site3
4.85,0.49,8.8,1.7959183673469388,313.3,17.5,,,,Austria_site3
5.1,0.48,8.8,1.8333333333333333,321.5,17.337442279688698,2.500000000000002,2.3333333333333335,,Austria_site3
4.9,0.5,8.6,1.72,314.9,17.46721416,2.772870483614417,2.5555555555555554,,Austria_site3
5.1,0.48,8.8,1.8333333333333333,321.5,17.500039788642702,0.6631519084284256,,,Austria_site3
4.9,0.5,8.6,1.72,314.9,17.32,,,,Austria_site3
5.1,0.48,8.8,1.8333333333333333,321.5,17.4,,,,Austria_site3
4.55,0.48,7.5,1.5625,304.8,17.84994057,2.203389830508476,2.0588235294117645,,Austria_site5
4.55,0.48,7.5,1.5625,304.8,16.93006748,1.950510163,2.156862745098039,,Austria_site5
4.55,0.48,7.5,1.5625,304.8,16.9,,,,Austria_site5
4.65,0.49,7.7,1.5714285714285716,308.8,17.23744261,2.0766773162939307,1.9607843137254901,,Austria_site5
4.65,0.49,7.7,1.5714285714285716,308.8,17.11906353,1.7037352956035072,2.156862745098039,,Austria_site5
1.8,0.2890,19,6.574394464,37,10.37,,1.83,,Bergambacht (B06 51B)
1.86,0.2890,19,6.574394464,37,10.39,,,,Bergambacht (B06 51C)
2.71,0.2570,14,5.447470817,51,,,,,Bergambacht (B06 52B)
2.76,0.2570,14,5.447470817,51,,,,,Bergambacht (B06 52C)
1.35,0.2260,11,4.867256637,51,,,,,Bergambacht (B06 52D)
1.38,0.2760,15,5.434782609,67,,,,,Bergambacht (B06 53D)
7.1,0.3340,31,9.281437126,38,10.33,,,,Delft (503 21b)
6.35,0.3180,30,9.433962264,38,,,,,Delft (503 30d)
6.39,0.3400,19,5.588235294,22,10.84,,,,Delft (603 12b)
2.65,0.3350,25,7.462686567,26,,,3.06,,Delft (603 12c)
4.69,0.3580,29,8.100558659,29,10.27,,,,Delft (603 12d)
5.07,0.3890,30,7.712082262,39,10.77,,,,Delft (603 13b)
7.5,0.1610,13,8.074534161,,10.17,,,,DOV (B15d 31A)
7.75,0.1250,11,8.8,18,10.36,,,,DOV (B16d 23CB)
8.22,0.1220,10,8.196721311,21,10.36,,,,DOV (B16d 23CA)
3.07,0.0970,8,8.24742268,6,10.11,,,,DOV (B22d 111EC)
3.8,0.0910,6,6.593406593,17,10.05,,,,DOV (B22d-2 88EA)
6.45,0.1210,15,12.39669421,19,10.08,,,,DOV (B27d 121EA)
6.9,0.1120,12,10.71428571,14,10.09,,,,DOV (B28d 134EA)
7.55,0.1300,12,9.230769231,19,10.05,,,,DOV (B28d 135CA)
3.5,0.1110,6,5.405405405,14,10.07,,,,DOV (B3d 169A)
4.65,0.0850,5,5.882352941,23,10.26,,,,DOV (B4d 147DD)
4.93,0.1110,6,5.405405405,14,10.06,,,,DOV (B4d-2 157CA)
7.54,0.1130,7,6.194690265,,10.07,,,,DOV (B9d 177E)
7.75,0.1400,8,5.714285714,5,10.1,,,,DOV (B9d 179EA)
7.95,0.1780,18,10.11235955,13,10.22,,,,Full Scale Damwand Proef Eemdijk (B25 145)
8.26,0.1870,12,6.417112299,0,13.66,,3.97,,Full Scale Damwand Proef Eemdijk (B25 133)
14.3,0.2570,23,8.949416342,34,10.19,,,,Full Scale Damwand Proef Eemdijk (B27 75)
14.5,0.2570,23,8.949416342,34,10.12,,1,,Full Scale Damwand Proef Eemdijk (B27 76)
14.75,0.2190,8,3.652968037,5,12.98,,2.18,,Full Scale Damwand Proef Eemdijk (B27 64)
15.25,0.2190,8,3.652968037,5,13.16,,,18.5,Full Scale Damwand Proef Eemdijk (B27 65)
15.65,0.6190,62,10.01615509,-4,10.23,,2.02,,Full Scale Damwand Proef Eemdijk (B31 13)
15.84,0.6190,62,10.01615509,-4,10.26,,,,Full Scale Damwand Proef Eemdijk (B31 14)
15.85,0.5090,53,10.41257367,-1,10.37,,,,Full Scale Damwand Proef Eemdijk (B31 16)
8,0.5080,47,9.251968504,4,10.32,,,,Full Scale Damwand Proef Eemdijk (B31 21)
8.2,0.4090,23,5.623471883,-9,13,,,,Full Scale Damwand Proef Eemdijk (B31 6)
10.05,0.4090,23,5.623471883,-9,13.6,,,52.3,Full Scale Damwand Proef Eemdijk (B31 8)
4.57,0.4090,23,5.623471883,-9,13.02,,3.07,,Full Scale Damwand Proef Eemdijk (B31 7)
4.95,0.5760,40,6.944444444,-9,12.41,,,,Full Scale Damwand Proef Eemdijk (B31 11)
5.45,0.5760,40,6.944444444,-9,12.31,,2.37,,Full Scale Damwand Proef Eemdijk (B31 12)
5.65,0.1070,2,1.869158879,-4,12.99,,,6.4,Full Scale Damwand Proef Eemdijk (B33 252)
1.63,0.1070,2,1.869158879,-4,12.36,,,,Full Scale Damwand Proef Eemdijk (B33 253)
2.3,0.1880,13,6.914893617,43,11.29,,,,Kinderdijk (B-100 B-100_mo-08a)
6.7,1.2850,110,8.560311284,422,10.94,,1.78,,Koehool (70733_B3574 M015-a)
7.26,1.2850,110,8.560311284,422,10.94,,,,Koehool (70733_B3574 M015-a)
8.51,0.7410,61,8.232118758,242,10.66,,,,Koehool (70733_B3577 M015-a)
8.77,0.7410,61,8.232118758,242,10.66,,2.64,,Koehool (70733_B3577 M015-a)
3.3,0.5660,52,9.187279152,201,10.61,,2.21,,Koehool (70733_B3578 M014-a)
4.45,0.5660,52,9.187279152,201,10.61,,,,Koehool (70733_B3578 M014-a)
10.45,0.4850,15,3.092783505,27,11.56,,,,MMD Pieterman (B25-1+90Bi st2-2)
10.65,0.4440,31,6.981981982,79,10.26,,,,MMD Pieterman (B25-1+90Bi st4)
8.4,0.4740,31,6.540084388,87,10.55,,,,MMD Pieterman (B25-1+90Bi st5)
8.7,0.7840,69,8.801020408,157,10.34,,1,,MMD Pieterman (B25-1+90KR st6-1)
8.85,0.7950,75,9.433962264,174,10.41,,,,MMD Pieterman (B25-1+90KR st6-2)
2.1,0.7710,72,9.338521401,151,10.62,,,,MMD Pieterman (B25-1+90KR st7)
2.45,0.3250,26,8,36,10.3,,,,MMD Pieterman (B25-2+90Bi st3)
6.6,0.3260,27,8.282208589,39,10.37,,,,MMD Pieterman (B25-2+90Bi st4)
7.1,0.8560,43,5.023364486,113,10.48,,,,MMD Pieterman (B25-2+90KR st5-1)
7.05,0.8420,85,10.09501188,102,10.41,,,,MMD Pieterman (B25-2+90KR st5-3)
7.65,0.7660,69,9.007832898,56,10.41,,1,,MMD Pieterman (B25-2+90KR st6)
11.55,0.3410,28,8.211143695,49,10.3,,,,MMD Pieterman (B25-4+90Bi st3)
5.85,0.4900,47,9.591836735,120,10.34,,,,MMD Pieterman (B25-4+90Bi st4)
4,0.5480,48,8.759124088,136,10.41,,,,MMD Pieterman (B25-4+90Bi st5)
2.86,0.9840,85,8.638211382,1,10.44,,,,MMD Pieterman (B25-4+90KR st6-1)
2.91,0.9640,88,9.128630705,29,10.41,,1.08,,MMD Pieterman (B25-4+90KR st6-2)
3.96,0.9210,83,9.01194354,50,10.37,,,,MMD Pieterman (B25-4+90KR st6-3)
1.8,0.8960,81,9.040178571,85,10.48,,1.08,,MMD Pieterman (B25-4+90KR st7)
1.66,1.1750,95,8.085106383,97,10.85,,,,Streefkerk (B01A 20A)
0.9,1.1750,95,8.085106383,97,11.09,,1.25,,Streefkerk (B01A 20B)
1.34,1.4850,108,7.272727273,92,11.36,,1.23,,Streefkerk (B01A 89D)
2.65,1.3440,69,5.133928571,123,11.35,,,,Streefkerk (B01A 21A)
7.5,1.5970,100,6.261740764,117,11.22,,,,Streefkerk (B01A 21C)
9.2,1.8140,110,6.063947078,133,11.4,,,,Streefkerk (B01A 90A)
4.84,1.8140,110,6.063947078,133,11.9,,1.09,,Streefkerk (B01A 21D)
8.4,0.6870,31,4.512372635,208,,,,,Streefkerk (B03 69B)
11.1,0.6870,31,4.512372635,208,10.62,,1.3,,Streefkerk (B03 69C)
1.1,0.8000,32,4,225,,,,,Streefkerk (B03 71B)
1.3,0.5620,32,5.693950178,74,,,,,Streefkerk (B05 98B)
4.9,0.6480,40,6.172839506,75,,,,,Streefkerk (B05 98C)
5.1,0.5440,33,6.066176471,75,10.48,,1.84,,Streefkerk (B05 99A)
8.1,0.5440,33,6.066176471,75,,,,,Streefkerk (B05 99B)
11,0.1070,2,1.869158879,-1,12.53,,,,Full Scale Damwand Proef Eemdijk (B33 254)
1.6,0.2210,11,4.977375566,1,13.83,,,,Full Scale Damwand Proef Eemdijk (B35 232)
4.35,0.3770,18,4.774535809,15,11.59,,,38,Delft (603 12a)
4.55,0.2690,13,4.832713755,128,11.97,,,,Kinderdijk (B-100 B-100_mo-14)
4.6,0.2490,5,2.008032129,98,,,,,Bergambacht (B06 55B)
1.7,0.3140,7,2.229299363,147,12.4,,,46,Bergambacht (B07 42E)
1.9,0.3270,8,2.44648318,161,12.04,,1.1,66,Bergambacht (B07 43A)
2.3,0.2070,5,2.415458937,67,12.85,,,,Delft (503 22a)
4.8,0.3160,10,3.164556962,77,12.08,,,27,Delft (603 14b)
7.1,0.0880,3,3.409090909,34,12.09,,,,DOV (B21d 78BA)
5.45,0.0810,2,2.469135802,42,12.88,,,,DOV (B21d 78DA)
5.33,0.1100,4,3.636363636,49,12.41,,,,DOV (B4d 147DA)
1.64,0.2030,12,5.911330049,1,13.87,,,7.6,Full Scale Damwand Proef Eemdijk (B35 233)
1.7,0.2030,12,5.911330049,1,12.09,,,,Full Scale Damwand Proef Eemdijk (B35 234)
1.89,0.1470,16,10.88435374,32,10.13,,,,Full Scale Damwand Proef Eemdijk (B36 278)
10.7,0.1730,12,6.936416185,13,13.69,,,,Full Scale Damwand Proef Eemdijk (B36 272)
11.27,0.2420,15,6.198347107,14,14.35,,,,Full Scale Damwand Proef Eemdijk (B36 270)
11.38,0.2380,25,10.50420168,17,10.23,,,,Full Scale Damwand Proef Eemdijk (B37 104)
12.17,0.2380,25,10.50420168,17,10.23,,2.07,,Full Scale Damwand Proef Eemdijk (B37 105)
12.28,0.2050,12,5.853658537,1,12.71,,3.2,,Full Scale Damwand Proef Eemdijk (B37 97)
4.51,0.2940,24,8.163265306,-1,10.26,,1.66,,Full Scale Damwand Proef Eemdijk (B38 157)
4.61,0.2940,24,8.163265306,-1,10.22,,,,Full Scale Damwand Proef Eemdijk (B38 158)
6.1,0.2480,11,4.435483871,-3,13.2,,,12.5,Full Scale Damwand Proef Eemdijk (B38 152)
6.21,0.2030,10,4.926108374,-3,13.07,,,,Full Scale Damwand Proef Eemdijk (B38 153)
3.45,0.3300,12,3.636363636,-4,15.25,,,16.4,Full Scale Damwand Proef Eemdijk (B38 151)
3.55,0.4010,35,8.728179551,-1,10.23,,,,Full Scale Damwand Proef Eemdijk (B39 32)
5.11,0.2020,12,5.940594059,-4,13.05,,2.75,,Full Scale Damwand Proef Eemdijk (B39 26)
5.22,0.3650,20,5.479452055,152,12.31,,,14.24,Kinderdijk (B-100 B-100_mo-21)
5.54,0.3100,6,1.935483871,180,13.64,,,,MMD Katwoude (B10 Ps8-2_A)
5.65,0.3880,1,0.257731959,226,13.93,,,,MMD Katwoude (B3 Ps6-1_A)
7.45,0.3880,1,0.257731959,226,13.54,,,,MMD Katwoude (B3 Ps6-2_A)
2.35,0.3920,2,0.510204082,232,13.83,,,,MMD Katwoude (B3 Ps6-1)
2.45,0.3920,2,0.510204082,232,13.83,,,,MMD Katwoude (B3 Ps6-3_A)
8,0.3830,1,0.261096606,234,13.54,,,,MMD Katwoude (B3 Ps6-2)
8.05,0.3850,1,0.25974026,234,13.83,,,,MMD Katwoude (B3 Ps6-3)
8.09,0.5080,1,0.196850394,317,13.93,,,,MMD Katwoude (B3 Ps10-4_A)
8.11,0.5480,1,0.182481752,342,13.44,,,,MMD Katwoude (B3 Ps10-3)
8.25,0.5500,2,0.363636364,351,13.83,,,,MMD Katwoude (B3 Ps10-4)
8.45,0.3520,12,3.409090909,100,13.17,,,,MMD Katwoude (B4 Ps9-1)
8.65,0.3900,6,1.538461538,166,13.54,,,,MMD Katwoude (B4 Ps9-3)
8.75,0.4100,7,1.707317073,178,13.44,,,,MMD Katwoude (B4 Ps9-4)
11,0.4630,12,2.591792657,27,13.74,,,,MMD Pieterman (B25-1+90Bi st1)
11.2,0.5680,22,3.873239437,25,13.99,,,,MMD Pieterman (B25-1+90Bi st2-1)
11.45,0.7080,36,5.084745763,76,12.51,,1.04,,MMD Pieterman (B25-1+90KR st5-1)
11.65,0.8790,84,9.556313993,93,12.64,,,,MMD Pieterman (B25-1+90KR st5-2)
11.85,0.8660,38,4.387990762,64,12.85,,,,MMD Pieterman (B25-4+90KR st5)
6.14,0.4240,8,1.886792453,143,,,,,Streefkerk (B05 101C)
6.2,0.5540,15,2.707581227,218,,,,,Streefkerk (B05 105B)
10.05,0.2810,2,0.711743772,149,13.68,,,,Delft (503 33c)
10.25,0.3740,14,3.743315508,97,13.1,,,,Delft (703 40a)
8.55,0.5920,52,8.783783784,15,10.37,,,,Full Scale Damwand Proef Eemdijk (B40 52)
13.15,0.5920,52,8.783783784,15,10.37,,2.15,,Full Scale Damwand Proef Eemdijk (B40 53)
13.4,0.4090,37,9.046454768,41,10.31,,,,Full Scale Damwand Proef Eemdijk (B40 56)
13.65,0.3220,18,5.590062112,-8,13.1,,,,Full Scale Damwand Proef Eemdijk (B40 49)
13.85,0.3220,18,5.590062112,-8,16.15,,2.23,,Full Scale Damwand Proef Eemdijk (B40 48)
5.45,0.1590,6,3.773584906,-6,12.89,,,,Full Scale Damwand Proef Eemdijk (B41 194)
8.57,0.2150,13,6.046511628,-12,12.51,,,,Full Scale Damwand Proef Eemdijk (B41 196)
8.7,0.1990,21,10.55276382,35,10.21,,,,Full Scale Damwand Proef Eemdijk (B42 221)
5.7,0.2510,8,3.187250996,119,13,,,9.97,Kinderdijk (B-100 B-100_mo-16)
6.15,0.2130,5,2.34741784,156,13.59,,,8.92,Kinderdijk (B-100 B-100_mo-19a)
3.2,0.3570,15,4.201680672,143,13.62,,1.79,96.85,Koehool (70733_B3578 M010-a)
8.1,0.2740,2,0.729927007,120,14.72,,,60,Bergambacht (B06 56C)
6.58,0.4400,4,0.909090909,143,14.81,,,72,Bergambacht (B06 59B)
6.78,0.5150,19,3.689320388,4,14.8,,,,Bergambacht (B07 35A)
16.83,0.5150,19,3.689320388,4,14.26,,,,Bergambacht (B07 35B)
16.85,0.2720,11,4.044117647,52,14,,1.74,40,Bergambacht (B07 39B)
7.35,0.2720,11,4.044117647,52,,,,,Bergambacht (B07 39C)
10.2,0.2760,6,2.173913043,136,,,,,Bergambacht (B07 42C)
10.6,0.3470,5,1.44092219,156,15.34,,,35,Bergambacht (B07 45A)
4.4,0.3470,5,1.44092219,156,,,,,Bergambacht (B07 45B)
4.55,0.2910,8,2.749140893,9,15.6,,7.54,,Delft (503 29b)
5.05,0.2520,5,1.984126984,28,14.7,,4.73,,Delft (503 20d)
6.95,0.2000,2,1,90,15.06,,,14,Delft (503 23a)
11.35,0.1970,2,1.015228426,97,14.8,,,,Delft (503 23b)
10.3,0.1970,2,1.015228426,97,16.9,,1.77,,Delft (503 32b)
8.51,0.2050,2,0.975609756,93,15.5,,,28,Delft (503 32c)
8.62,0.2440,1,0.409836066,124,15.5,,1,,Delft (503 33a)
13.32,0.2560,1,0.390625,129,14.29,,,,Delft (503 33b)
13.43,0.3120,7,2.243589744,73,15.13,,,28,Delft (703 46b)
2.7,0.2740,5,1.824817518,73,15.02,,4.31,,Delft (703 46c)
7.15,0.2890,3,1.038062284,81,14.77,,,33,Delft (703 38b)
7.95,0.2770,3,1.083032491,125,15.58,,1.83,,Delft (703 49c)
8.15,0.3740,3,0.802139037,190,,,,,Delft (703 42d)
9.2,0.4470,5,1.118568233,199,,,,,Delft (703 43a)
2.6,0.1550,5,3.225806452,67,15.16,,,,DOV (B27d 126BA)
11.5,0.1570,4,2.547770701,56,14.67,,,,DOV (B9d 181CA)
4,0.1010,3,2.97029703,14,12.7,,,,Full Scale Damwand Proef Eemdijk (B42 214)
4.65,0.1010,3,2.97029703,14,12.95,,,5.5,Full Scale Damwand Proef Eemdijk (B42 215)
13.6,0.0890,3,3.370786517,21,12.75,,,,Full Scale Damwand Proef Eemdijk (B42 216)
9.2,0.2720,7,2.573529412,186,14.47,,,8.6,Kinderdijk (B-100 B-100_mo-22a)
11.08,0.7530,14,1.859229748,392,15.46,,,,Koehool (70733_B3574 M011-a)
11.19,0.7530,14,1.859229748,392,15.46,,,49.46,Koehool (70733_B3574 M011-a)
9.35,0.7610,17,2.23390276,389,14.96,,,49.63,Koehool (70733_B3574 M013-a)
9.45,0.7610,17,2.23390276,389,14.96,,,,Koehool (70733_B3574 M013-a)
16.88,0.4810,7,1.455301455,231,15.74,,,110.58,Koehool (70733_B3577 M009-a)
16.99,0.4810,7,1.455301455,231,15.74,,2.42,28.04,Koehool (70733_B3577 M009-a)
11.09,0.4960,7,1.411290323,264,14.73,,,103.17,Koehool (70733_B3577 M013-a)
11.19,0.4960,7,1.411290323,264,14.73,,1.43,25.07,Koehool (70733_B3577 M013-a)
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
