sampling_name (-),sampling_depth (m),cptu_depth (m),cptu_corr_depth (m),cptu_qc (MPa),cptu_fs (kPa),cptu_u2 (kPa),cptu_Rf (%),cptu_SBT,sampling_unitweight (kN/m3)
Project_Norway_N14022,6.5,6.5,6.5,0.49768,15.039999999999997,375.86,2.6988440000000002,3.0,18.96
Project_Norway_N14022,9.97,9.969999999999999,9.969999999999999,0.5583333333333332,12.516666666666667,427.51666666666665,2.010898333333333,3.0,19.24
Project_Norway_N14022,14.78,14.780000000000001,14.780000000000001,0.7103400000000001,13.040000000000001,652.9,1.613324,3.6,19.18
Project_Norway_N14022,19.52,19.52,19.52,0.87992,14.940000000000001,827.9599999999998,1.4878820000000001,4.0,19.64
Project_Salzburg_KB02,9.7,9.7,9.7,8.89,92.63,-32.89,1.04,6.0,20.341943595620098
Project_Salzburg_KB02,15.5,15.52,15.52,0.98,12.89,643.13,1.2,4.0,20.4115737203973
Project_Salzburg_KB02,24.5,24.5,24.5,1.25,9.47,1079.5,0.67,5.0,19.5499349137946
Project_Salzburg_KB02,9.7,9.7,9.7,8.89,92.63,-32.89,1.04,6.0,20.5707282913165
Project_Salzburg_KB02,15.5,15.5,15.5,0.88,12.73,629.56,1.3,4.0,20.341943595620098
Project_Salzburg_KB02,21.5,21.5,21.5,1.33,10.38,840.26,0.71,5.0,20.3518907563025
Project_Salzburg_KB02,24.5,24.5,24.5,1.25,9.47,1079.5,0.67,5.0,18.9990769034887
Project_Salzburg_KB02,9.7,9.7,9.7,8.89,92.63,-32.89,1.04,6.0,20.6
Project_Salzburg_KB02,15.5,15.52,15.52,0.98,12.89,643.13,1.2,4.0,20.4
Project_Salzburg_KB02,24.5,24.5,24.5,1.25,9.47,1079.5,0.67,5.0,19.5
Project_Salzburg_KB02,5.2,5.194999999999999,5.194999999999999,6.118,99.01299999999999,-62.415,1.625,5.0,20.5
Project_Salzburg_KB02,12.2,12.194999999999999,12.194999999999999,12.183,115.76300000000002,-38.471,0.951,6.0,20.5
Project_Salzburg_KB02,20.2,20.195,20.195,1.442,42.321,732.7109999999999,2.7140000000000004,3.6,20.2
Project_Salzburg_KB02,26.2,26.195,26.195,1.3459999999999996,14.652999999999999,1109.58,0.968,4.4,19.5
Project_Salzburg_KB02,13.05,13.044999999999998,13.044999999999998,3.249,41.025000000000006,237.57100000000003,1.2469999999999999,5.0,19.94
Project_Salzburg_KB02,24.25,24.244999999999997,24.244999999999997,1.2200000000000002,9.350999999999999,1061.73,0.6799999999999999,3.8,20.25
Ballina_Inclo 2,0.79,0.7900000000000001,0.7900000000000001,0.153,5.333333333333333,14.88888888888889,3.3762644444444443,2.2222222222222223,16.41
Ballina_Inclo 2,1.76,1.76,1.76,0.15800000000000003,8.11111111111111,45.77777777777778,4.86912111111111,2.0,16.240000000000002
Ballina_Inclo 2,1.86,1.8599999999999999,1.8599999999999999,0.15922222222222224,7.444444444444445,56.44444444444444,4.385817777777778,2.111111111111111,16.419999999999998
Ballina_Inclo 2,1.96,1.96,1.96,0.14933333333333335,7.111111111111111,82.22222222222223,4.343622222222222,2.0,16.15
Ballina_Inclo 2,2.27,2.27,2.27,0.176,7.0,101.44444444444444,3.586332222222222,3.0,15.8
Ballina_Inclo 2,2.37,2.3699999999999997,2.3699999999999997,0.17022222222222222,7.0,104.33333333333333,3.6867799999999997,2.6666666666666665,15.4
Ballina_Inclo 2,2.47,2.4700000000000006,2.4700000000000006,0.15433333333333335,10.777777777777779,96.55555555555556,6.4955944444444444,2.2222222222222223,15.4
Ballina_Inclo 2,2.57,2.5700000000000003,2.5700000000000003,0.1981111111111111,9.88888888888889,62.44444444444444,4.707915555555555,2.0,15.4
Ballina_Inclo 2,2.91,2.91,2.91,0.15844444444444447,7.555555555555555,102.44444444444444,4.28804,2.0,15.049999999999999
Ballina_Inclo 2,3.05,3.05,3.05,0.17255555555555555,7.444444444444445,117.88888888888889,3.8223266666666667,2.5555555555555554,14.81
Ballina_Inclo 2,3.14,3.1399999999999997,3.1399999999999997,0.18655555555555556,7.111111111111111,126.0,3.394105555555555,2.888888888888889,14.830000000000002
Ballina_Inclo 2,3.47,3.4699999999999998,3.4699999999999998,0.19544444444444445,12.666666666666666,112.66666666666667,6.01091888888889,2.2222222222222223,14.43
Ballina_Inclo 2,3.65,3.6499999999999995,3.6499999999999995,0.22344444444444445,9.222222222222221,92.88888888888889,3.824428888888889,3.0,
Ballina_Inclo 2,4.76,4.759999999999999,4.759999999999999,0.22355555555555556,7.0,140.66666666666666,2.7975533333333336,3.0,14.559999999999999
Ballina_Inclo 2,4.89,4.89,4.89,0.2197777777777778,7.555555555555555,150.0,3.0613577777777774,3.0,14.11
Ballina_Inclo 2,4.93,4.93,4.93,0.22711111111111115,7.555555555555555,156.11111111111111,2.9771444444444444,3.0,
Ballina_Inclo 2,4.96,4.96,4.96,0.22866666666666666,7.222222222222222,154.88888888888889,2.83368,3.0,14.0
Ballina_Inclo 2,5.4,5.4,5.4,0.22644444444444448,8.0,175.11111111111111,3.0806955555555553,3.0,14.48
Ballina_Inclo 2,5.49,5.489999999999999,5.489999999999999,0.23144444444444445,12.777777777777779,160.33333333333334,4.893794444444445,2.7777777777777777,14.48
Ballina_Inclo 2,5.58,5.58,5.58,0.24788888888888888,9.333333333333334,121.11111111111111,3.444606666666667,3.0,14.59
Ballina_Inclo 2,6.53,6.529999999999999,6.529999999999999,0.24911111111111112,11.555555555555555,167.77777777777777,4.210191111111111,2.888888888888889,14.01
Ballina_Inclo 2,6.63,6.63,6.63,0.25899999999999995,8.88888888888889,181.0,3.029943333333333,3.0,13.979999999999999
Ballina_Inclo 2,6.73,6.7299999999999995,6.7299999999999995,0.25655555555555554,8.0,189.88888888888889,2.734205555555556,3.0,14.01
Ballina_Inclo 2,6.83,6.83,6.83,0.25855555555555554,8.0,201.33333333333334,2.696208888888889,3.0,14.059999999999999
Ballina_Inclo 2,7.22,7.220000000000001,7.220000000000001,0.26611111111111113,8.0,223.0,2.5934577777777776,3.0,14.05
Ballina_Inclo 2,7.27,7.27,7.27,0.26655555555555555,8.0,221.55555555555554,2.5921077777777777,3.0,13.95
Ballina_Inclo 2,7.32,7.320000000000001,7.320000000000001,0.2688888888888889,8.0,221.33333333333334,2.5730066666666667,3.0,14.02
Ballina_Inclo 2,7.38,7.38,7.38,0.27322222222222226,8.0,221.66666666666666,2.5374199999999996,3.0,14.030000000000001
Ballina_Inclo 2,7.7,7.699999999999999,7.699999999999999,0.2792222222222222,8.88888888888889,197.88888888888889,2.805054444444444,3.0,14.299999999999999
Ballina_Inclo 2,7.75,7.75,7.75,0.27744444444444444,8.666666666666666,203.22222222222223,2.7418500000000003,3.0,14.299999999999999
Ballina_Inclo 2,7.88,7.88,7.88,0.2774444444444445,9.0,217.55555555555554,2.832354444444445,3.0,14.299999999999999
Ballina_Inclo 2,9.09,9.089999999999998,9.089999999999998,0.3428888888888889,10.0,266.8888888888889,2.54079,3.0,13.968
Ballina_Inclo 2,9.14,9.139999999999999,9.139999999999999,0.3430000000000001,10.0,266.22222222222223,2.541006666666666,3.0,14.048
Ballina_Inclo 2,9.49,9.49,9.49,0.31577777777777777,15.777777777777779,229.66666666666666,4.519807777777778,2.888888888888889,14.692
Ballina_Inclo 2,9.65,9.649999999999999,9.649999999999999,0.34444444444444444,11.555555555555555,238.66666666666666,2.96853,3.0,14.504
Ballina_Inclo 2,9.73,9.729999999999999,9.729999999999999,0.3312222222222222,10.222222222222221,249.66666666666666,2.6994055555555554,3.0,14.498
Ballina_Inclo 2,9.76,9.759999999999998,9.759999999999998,0.32877777777777784,10.0,253.22222222222223,2.653448888888889,3.0,14.534
Ballina_Inclo 2,10.25,10.25,10.25,0.337,10.88888888888889,280.77777777777777,2.7894899999999994,3.0,14.534
Ballina_Inclo 2,10.34,10.34,10.34,0.33433333333333337,11.0,282.44444444444446,2.8350988888888886,3.0,
Ballina_Inclo 2,12.05,12.05,12.05,0.4842222222222223,4.777777777777778,211.88888888888889,0.9151911111111111,3.2222222222222223,20.06
Ballina_Mex 9 ,1.72,1.72,1.72,0.15722222222222224,8.666666666666666,41.666666666666664,5.245363333333334,2.0,
Ballina_Mex 9 ,2.07,2.07,2.07,0.15433333333333332,6.333333333333333,89.88888888888889,3.6958044444444442,2.2222222222222223,17.78
Ballina_Mex 9,3.05,3.05,3.05,0.17255555555555555,7.444444444444445,117.88888888888889,3.8223266666666667,2.5555555555555554,15.309999999999999
Ballina_Mex 9,3.14,3.1399999999999997,3.1399999999999997,0.18655555555555556,7.111111111111111,126.0,3.394105555555555,2.888888888888889,15.18
Ballina_Mex 9,3.55,3.55,3.55,0.2172222222222222,11.777777777777779,72.88888888888889,5.33991,2.6666666666666665,15.149999999999999
Ballina_Mex 9,5.44,5.440000000000001,5.440000000000001,0.22544444444444448,11.222222222222221,175.88888888888889,4.335146666666667,2.7777777777777777,
Ballina_Mex 9,5.53,5.53,5.53,0.24755555555555558,10.333333333333334,132.44444444444446,3.80559,3.0,14.73
Ballina_Mex 9,5.67,5.67,5.67,0.24666666666666665,9.0,146.55555555555554,3.2818200000000006,3.0,14.43
Ballina_Mex 9,6.51,6.51,6.51,0.24444444444444446,12.444444444444445,172.22222222222223,4.574624444444444,2.888888888888889,
Ballina_Mex 9,6.73,6.7299999999999995,6.7299999999999995,0.25655555555555554,8.0,189.88888888888889,2.734205555555556,3.0,14.57
Ballina_Mex 9,6.87,6.87,6.87,0.2552222222222222,8.444444444444445,203.0,2.8865344444444445,3.0,14.21
Ballina_Mex 9,7.75,7.75,7.75,0.27744444444444444,8.666666666666666,203.22222222222223,2.7418500000000003,3.0,14.1
Ballina_Mex 9,7.93,7.930000000000001,7.930000000000001,0.2806666666666666,8.666666666666666,223.77777777777777,2.69583,3.0,14.31
Ballina_Mex 9,8.02,8.020000000000001,8.020000000000001,0.28833333333333333,8.0,236.44444444444446,2.4008000000000003,3.0,14.139999999999999
Ballina_Mex 9,9.64,9.639999999999999,9.639999999999999,0.34555555555555556,11.777777777777779,237.33333333333334,3.01908,3.0,
Ballina_Mex 9,9.73,9.729999999999999,9.729999999999999,0.3312222222222222,10.222222222222221,249.66666666666666,2.6994055555555554,3.0,14.96
Ballina_Mex 9,9.87,9.870000000000001,9.870000000000001,0.3098888888888889,10.11111111111111,259.3333333333333,2.8234077777777777,3.0,14.05
NGTS_Clay_ONSB01,6.87,6.87,6.87,0.3179,6.16,225.33999999999997,1.6972450000000001,3.0,16.46
NGTS_Clay_ONSB01,6.87,6.87,6.87,0.3179,6.16,225.33999999999997,1.6972450000000001,3.0,15.92
NGTS_Clay_ONSB01,6.96,6.959999999999999,6.959999999999999,0.31633333333333336,6.633333333333334,232.6666666666667,1.8282211111111113,3.0,16.11
NGTS_Clay_ONSB01,6.96,6.959999999999999,6.959999999999999,0.31633333333333336,6.633333333333334,232.6666666666667,1.8282211111111113,3.0,16.04
NGTS_Clay_ONSB01,10.22,10.22,10.22,0.422,6.788888888888889,322.4777777777778,1.3962233333333334,3.0,17.95
NGTS_Clay_ONSB01,10.24,10.24,10.24,0.4267777777777778,6.833333333333333,321.9555555555556,1.3907088888888888,3.0,17.58
NGTS_Clay_ONSB01,10.24,10.24,10.24,0.4267777777777778,6.833333333333333,321.9555555555556,1.3907088888888888,3.0,17.63
NGTS_Clay_ONSB01,12.1,12.100000000000001,12.100000000000001,0.47711111111111104,8.755555555555555,363.11111111111114,1.5631777777777778,2.7777777777777777,17.35
NGTS_Clay_ONSB01,12.1,12.100000000000001,12.100000000000001,0.47711111111111104,8.755555555555555,363.11111111111114,1.5631777777777778,2.7777777777777777,17.45
NGTS_Clay_ONSB01,12.22,12.22,12.22,0.49833333333333335,9.477777777777778,367.8777777777778,1.6583155555555553,3.0,17.46
NGTS_Clay_ONSB01,12.22,12.22,12.22,0.49833333333333335,9.477777777777778,367.8777777777778,1.6583155555555553,3.0,17.32
NGTS_Clay_ONSB01,14.1,14.100000000000001,14.100000000000001,0.5406666666666667,8.411111111111111,345.5111111111111,1.3776444444444447,3.0,15.59
NGTS_Clay_ONSB01,14.14,14.14,14.14,0.5378888888888889,8.411111111111111,385.2777777777778,1.369841111111111,3.111111111111111,15.78
NGTS_Clay_ONSB01,14.14,14.14,14.14,0.5378888888888889,8.411111111111111,385.2777777777778,1.369841111111111,3.111111111111111,15.78
NGTS_Clay_ONSB01,14.43,14.429999999999998,14.429999999999998,0.5253,8.23,448.88,1.338003,3.0,16.1
NGTS_Clay_ONSB01,14.43,14.429999999999998,14.429999999999998,0.5253,8.23,448.88,1.338003,3.0,15.47
NGTS_Clay_ONSB01,14.52,14.520000000000001,14.520000000000001,0.5183333333333334,8.144444444444444,441.0333333333333,1.3435466666666667,3.0,15.66
NGTS_Clay_ONSB01,14.52,14.520000000000001,14.520000000000001,0.5183333333333334,8.144444444444444,441.0333333333333,1.3435466666666667,3.0,15.87
NGTS_Clay_ONSB01,14.52,14.520000000000001,14.520000000000001,0.5183333333333334,8.144444444444444,441.0333333333333,1.3435466666666667,3.0,15.85
NGTS_Clay_ONSB01,14.82,14.82,14.82,0.572111111111111,9.644444444444446,448.70000000000005,1.4566844444444444,3.0,16.46
NGTS_Clay_ONSB01,14.82,14.82,14.82,0.572111111111111,9.644444444444446,448.70000000000005,1.4566844444444444,3.0,15.44
NGTS_Clay_ONSB01,14.89,14.89,14.89,0.5777999999999999,10.309999999999999,453.16,1.542208,3.0,16.16
NGTS_Clay_ONSB01,14.89,14.89,14.89,0.5777999999999999,10.309999999999999,453.16,1.542208,3.0,15.91
NGTS_Clay_ONSB02,3.1,3.1,3.1,0.2744444444444445,6.066666666666666,154.79444444444445,1.9825399999999997,3.0,15.28
NGTS_Clay_ONSB02,3.23,3.2299999999999995,3.2299999999999995,0.2784,6.180000000000001,161.983,1.9882379999999997,3.0,15.58
NGTS_Clay_ONSB02,4.3,4.300000000000001,4.300000000000001,0.26300000000000007,5.444444444444444,173.2444444444444,1.8294266666666665,3.0,15.03
NGTS_Clay_ONSB02,5.2,5.199999999999999,5.199999999999999,0.2625555555555556,4.933333333333334,180.9777777777778,1.6514666666666666,3.0,15.32
NGTS_Clay_ONSB02,5.25,5.25,5.25,0.2632,4.949999999999999,181.71999999999997,1.652329,3.0,16.01
NGTS_Clay_ONSB02,9.2,9.2,9.2,0.3976666666666666,8.122222222222224,288.1111111111111,1.78369,3.0,17.02
NGTS_Clay_ONSB03,10.48,10.479999999999999,10.479999999999999,0.46022222222222225,8.155555555555557,320.41111111111115,1.5564455555555554,3.0,17.86
NGTS_Clay_ONSB03,10.6,10.600000000000001,10.600000000000001,0.44899999999999995,8.355555555555558,321.4555555555556,1.628208888888889,3.0,17.96
NGTS_Clay_ONSB03,12.44,12.440000000000001,12.440000000000001,0.48000000000000004,9.02222222222222,364.83333333333337,1.6314466666666665,3.0,17.52
NGTS_Clay_ONSB04,8.42,8.42,8.42,0.3672222222222223,6.566666666666666,260.0777777777778,1.5666433333333332,3.0,16.55
NGTS_Clay_ONSB04,8.52,8.52,8.52,0.3592222222222222,6.888888888888889,267.5222222222222,1.6696333333333333,3.0,17.94
NGTS_Clay_ONSB04,9.02,9.02,9.02,0.38522222222222224,6.833333333333334,271.5222222222222,1.5529277777777777,3.0,17.9
NGTS_Clay_ONSB04,9.08,9.08,9.08,0.3913333333333333,7.833333333333333,276.77777777777777,1.75101,3.0,17.75
NGTS_Clay_ONSB04,10.02,10.019999999999998,10.019999999999998,0.41722222222222227,7.988888888888891,301.72222222222223,1.6731522222222222,3.0,17.93
NGTS_Clay_ONSB04,10.13,10.129999999999999,10.129999999999999,0.4103,7.510000000000001,315.42,1.5872499999999998,3.0,17.92
NGTS_Clay_ONSB05,8.97,8.969999999999999,8.969999999999999,0.38099999999999995,6.220000000000001,270.67999999999995,1.4298769999999998,3.0,17.09
NGTS_Clay_ONSB05,9.07,9.07,9.07,0.39049999999999996,7.660000000000001,276.51000000000005,1.7152360000000002,3.0,17.47
NGTS_Clay_ONSB05,9.97,9.969999999999999,9.969999999999999,0.4163,7.92,303.27,1.6608890000000003,3.0,17.6
NGTS_Clay_ONSB05,10.07,10.07,10.07,0.4123,7.790000000000001,309.94,1.642633,3.0,17.82
NGTS_Clay_ONSB05,10.97,10.969999999999999,10.969999999999999,0.43390000000000006,8.6,329.31,1.716104,3.0,18.27
NGTS_Clay_ONSB05,11.07,11.07,11.07,0.4292999999999999,7.99,327.0400000000001,1.6105250000000002,3.0,18.13
NGTS_Clay_ONSB06,5.67,5.67,5.67,0.27649999999999997,5.71,198.24,1.806559,3.0,16.29
NGTS_Clay_ONSB06,6.3,6.300000000000001,6.300000000000001,0.3034444444444444,5.833333333333334,214.74444444444444,1.6840166666666667,3.0,16.03
NGTS_Clay_ONSB06,6.4,6.3999999999999995,6.3999999999999995,0.30244444444444446,6.033333333333333,216.7,1.7450455555555555,3.0,16.22
NGTS_Clay_ONSB06,7.2,7.199999999999999,7.199999999999999,0.3254444444444445,6.699999999999999,237.13333333333335,1.789538888888889,3.0,16.48
NGTS_Clay_ONSB06,7.3,7.299999999999999,7.299999999999999,0.32422222222222224,7.077777777777778,240.68888888888887,1.8993433333333334,3.0,16.39
NGTS_Clay_ONSB06,8.67,8.669999999999998,8.669999999999998,0.35890000000000005,7.1,272.67999999999995,1.7176550000000002,3.0,17.4
NGTS_Clay_ONSB06,8.78,8.78,8.78,0.3688888888888889,7.0,272.0,1.652641111111111,3.0,17.58
NGTS_Clay_ONSB07,5.65,5.65,5.65,0.276,5.7299999999999995,197.21,1.816646,3.0,15.99
NGTS_Clay_ONSB07,5.78,5.779999999999999,5.779999999999999,0.28177777777777774,5.51111111111111,200.46666666666667,1.7122855555555558,3.0,15.84
NGTS_Clay_ONSB07,6.27,6.269999999999999,6.269999999999999,0.30219999999999997,5.92,213.35999999999999,1.7168759999999998,3.0,15.99
NGTS_Clay_ONSB07,6.37,6.369999999999999,6.369999999999999,0.3027,5.8999999999999995,215.58,1.706587,3.0,16.0
NGTS_Clay_ONSB07,7.27,7.269999999999999,7.269999999999999,0.32720000000000005,7.109999999999999,239.13000000000002,1.8947040000000002,3.0,16.21
NGTS_Clay_ONSB07,7.37,7.37,7.37,0.32259999999999994,6.82,246.85,1.83374,3.0,16.33
NGTS_Clay_ONSB07,8.67,8.669999999999998,8.669999999999998,0.35890000000000005,7.1,272.67999999999995,1.7176550000000002,3.0,17.19
NGTS_Clay_ONSB07,8.78,8.78,8.78,0.3688888888888889,7.0,272.0,1.652641111111111,3.0,17.25
NGTS_Clay_ONSB08,6.6,6.6,6.6,0.29400000000000004,5.355555555555555,218.42222222222222,1.586457777777778,3.0,15.71
NGTS_Clay_ONSB08,6.73,6.7299999999999995,6.7299999999999995,0.3096,5.0699999999999985,223.82,1.4305919999999999,3.0,16.69
NGTS_Clay_ONSB08,9.59,9.59,9.59,0.39059999999999995,7.19,300.68999999999994,1.5956829999999997,3.0,17.65
NGTS_Clay_ONSB08,9.7,9.7,9.7,0.394,6.655555555555555,298.94444444444446,1.4667744444444446,3.0,17.84
NGTS_Clay_ONSB09,8.67,8.669999999999998,8.669999999999998,0.35890000000000005,7.1,272.67999999999995,1.7176550000000002,3.0,17.48
NGTS_Clay_ONSB09,8.78,8.78,8.78,0.3688888888888889,7.0,272.0,1.652641111111111,3.0,17.42
NGTS_Clay_ONSB09,9.63,9.629999999999999,9.629999999999999,0.3933,6.94,298.63,1.5323489999999997,3.0,17.92
NGTS_Clay_ONSB09,9.73,9.73,9.73,0.39319999999999994,6.74,301.18,1.4865300000000004,3.0,17.85
NGTS_Clay_ONSB09,10.57,10.57,10.57,0.4534000000000001,8.170000000000002,321.44,1.5791680000000003,3.0,17.92
NGTS_Clay_ONSB09,10.68,10.68,10.68,0.44222222222222224,9.033333333333335,322.79999999999995,1.7847766666666667,3.0,17.84
NGTS_Clay_ONSB10,5.67,5.67,5.67,0.27649999999999997,5.71,198.24,1.806559,3.0,16.1
NGTS_Clay_ONSB10,5.78,5.779999999999999,5.779999999999999,0.28177777777777774,5.51111111111111,200.46666666666667,1.7122855555555558,3.0,16.0
NGTS_Clay_ONSB10,8.67,8.669999999999998,8.669999999999998,0.35890000000000005,7.1,272.67999999999995,1.7176550000000002,3.0,17.86
NGTS_Clay_ONSB10,8.78,8.78,8.78,0.3688888888888889,7.0,272.0,1.652641111111111,3.0,17.62
NGTS_Clay_ONSB11,5.87,5.869999999999999,5.869999999999999,0.2823,5.38,201.79,1.667593,3.0,16.26
NGTS_Clay_ONSB11,6.19,6.1899999999999995,6.1899999999999995,0.2972,6.070000000000001,210.31,1.7909620000000004,3.0,16.22
NGTS_Clay_ONSB11,6.3,6.300000000000001,6.300000000000001,0.3034444444444444,5.833333333333334,214.74444444444444,1.6840166666666667,3.0,16.14
NGTS_Clay_ONSB11,8.93,8.93,8.93,0.37960000000000005,6.140000000000001,270.67,1.4159749999999998,3.0,17.34
NGTS_Clay_ONSB11,9.06,9.06,9.06,0.3896666666666666,7.522222222222222,274.9666666666667,1.6889944444444445,3.0,17.6
NGTS_Clay_ONSB12,5.98,5.98,5.98,0.2797777777777778,5.511111111111111,201.87777777777777,1.7222377777777775,3.0,16.2
NGTS_Clay_ONSB12,6.17,6.17,6.17,0.29510000000000003,6.1400000000000015,209.47000000000003,1.823651,3.0,16.2
NGTS_Clay_ONSB12,6.28,6.279999999999999,6.279999999999999,0.303,5.888888888888889,213.47777777777776,1.703501111111111,3.0,16.14
NGTS_Clay_ONSB12,9.25,9.25,9.25,0.3961,7.69,289.71,1.693161,3.0,17.55
NGTS_Clay_ONSB12,9.37,9.37,9.37,0.3962,7.279999999999999,292.59000000000003,1.601156,3.0,17.72
NGTS_Clay_ONSB13,6.1,6.1,6.1,0.28522222222222227,6.144444444444444,204.7111111111111,1.8842622222222225,3.0,16.03
NGTS_Clay_ONSB13,7.04,7.04,7.04,0.308,5.977777777777778,232.46666666666664,1.6817111111111114,3.0,16.73
NGTS_Clay_ONSB14,12.34,12.339999999999998,12.339999999999998,0.41797499999999993,11.183333333333335,357.2916666666667,2.252326666666667,3.0,17.64
NGTS_Clay_ONSB21,11.7,11.7,11.7,0.4723333333333334,9.044444444444444,357.1888888888889,1.6637300000000002,3.0,16.93
